Menu ID,NomeLocale,TipologiaLocale,City,venue_address,venue_city,venue_country,venue_state,venue_rating,Sezione_drink_list,Category Name,Item_Name,Description,Price,ingredients_brand_owner,ingredients_brand,Broad_category,ingredients_categoria,Sub_Category,Ranking_Top4
74,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Hendrick's Gin,,11.5,Velier,Hendricks Gin,SPIRITS,Gin,Gin,NO
75,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Gin Mare,,11.5,Brown Forman,Mare,SPIRITS,Gin,Gin,NO
76,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Sipsmith Sloe Gin,,12.5,Coca Cola HBC,Sipsmith Sloe,SPIRITS,Gin,Gin,NO
77,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Tanqueray Gin No. 10,,12.5,Diageo,Tanqueray,SPIRITS,Gin,Gin,NO
78,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Portofino Gin,,13,Velier,Dry Gin Portofino,SPIRITS,Gin,Gin,NO
79,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Monkey 47,,13,Pernod Ricard,Monkey 47,SPIRITS,Gin,Gin,NO
80,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Elephant Gin,,13,Compagnia Dei Caraibi,Elephant London Dry,SPIRITS,Gin,Gin,NO
81,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Skyy Vodka,,10,Campari Group,Skyy,SPIRITS,Vodka,Vodka,YES
82,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Ketel One,,10.5,Diageo,Ketel One,SPIRITS,Vodka,Vodka,YES
83,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Belvedere Vodka,,11.5,LVMH,Belvedere,SPIRITS,Vodka,Vodka,YES
84,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Ciroc Vodka,,12,Diageo,Ciroc,SPIRITS,Vodka,Vodka,NO
85,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Grey Goose Vodka,,12,Bacardi Martini,Grey Goose,SPIRITS,Vodka,Vodka,NO
86,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Stolychnaya Vodka Elit,,13,Molinari Spa,Stolichnaya Elit,SPIRITS,Vodka,Vodka,NO
87,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Belvedere Smogory Forest,,13,LVMH,Belvedere,SPIRITS,Vodka,Vodka,NO
88,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Belvedere Lake Bartezek,,13,LVMH,Belvedere,SPIRITS,Vodka,Vodka,NO
89,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Ardbeg 10 Yo,,14,LVMH,Ardbeg 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
90,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Pampero Blanco,,10,Gruppo Montenegro,Pampero,SPIRITS,Rum,Rum,YES
91,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Havana Club 3 Yo,,10,Pernod Ricard,Havana 3 yo,SPIRITS,Rum,Rum,NO
92,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Havana Club 7 Yo,,12,Pernod Ricard,Havana 3 yo,SPIRITS,Rum,Rum,NO
93,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Zacapa Centenario 23,,15,Diageo,Zacapa Xo,SPIRITS,Rum,Rum,NO
94,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Zacapa Centenario XO,,30,Diageo,Zacapa Xo,SPIRITS,Rum,Rum,NO
95,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Agalia Distillato di Agave Siciliana,,13,Unknown,Agalia,SPIRITS,Liquori,Liquori,YES
96,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Casamigos Blanco,,14,Diageo,Casamigos Blanco,SPIRITS,Tequila,Tequila,NO
97,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Casamigos Reposado,,18,Diageo,Casamigos Reposado,SPIRITS,Tequila,Tequila,NO
98,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Mezcal,Tequila,Montelobos Espadin,,13,Campari Group,Montelobos Espadin,SPIRITS,Mezcal,Mezcal,YES
99,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Laphroaig 10 Yo,,12.5,Stock,Laphroaig 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
100,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Talisker 10 Yo,,12.5,Diageo,Talisker 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
101,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Talisker 18 Yo,,45,Diageo,Talisker,SPIRITS,Scotch Whisky,Scotch Whisky,NO
102,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Caol Ila Moch,,14,Diageo,Caol ila,SPIRITS,Scotch Whisky,Scotch Whisky,NO
103,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Lagavulin 16 Yo,,18,Diageo,Lagavulin,SPIRITS,Scotch Whisky,Scotch Whisky,NO
104,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Scotch Whisky,Whisky,Macallan 18 Yo,,50,Velier,Macallan 18 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
105,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Japanese Whisky,Whisky,Nikka from the Barrel,,13,Velier,Nikka From the Barrel,SPIRITS,Japanese Whisky,Japanese Whisky,YES
106,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Jim Beam Straight Bourbon,,10,Stock,Jim Beam Bourbon,SPIRITS,American Whisky,American Whisky,YES
107,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Jim Beam Rye,,12,Stock,Jim Beam Bourbon,SPIRITS,American Whisky,American Whisky,YES
108,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Jack Daniel's,,10,Brown Forman,Jack Daniel's Tennessee Whiskey Old N. 7 Brand,SPIRITS,American Whisky,American Whisky,YES
109,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Bulleit Bourbon,,12,Diageo,Bulleit Bourbon Frontier Whiskey,SPIRITS,American Whisky,American Whisky,YES
110,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Bulleit Rye,,13,Diageo,Bulleit Rye Frontier Whiskey,SPIRITS,American Whisky,American Whisky,NO
111,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Buffalo Trace Bourbon,,12.5,Velier,Buffalo Trace,SPIRITS,American Whisky,American Whisky,NO
112,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,American Whiskey,Whisky,Woodford Reserve,,15,Brown Forman,Woodford Reserve,SPIRITS,American Whisky,American Whisky,NO
113,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Cocchi Americano Bianco,,6.5,Mancino,Mancino Rinomato Americano Bianco,SPIRITS,Aperitivi,Aperitivi,YES
114,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Martini Rubino,,6.5,Bacardi Martini,Martini Rosso,SPIRITS,Vermouth,Vermouth,NO
115,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Antica Formula Carpano,,6.5,Fratelli Branca Distillerie,Carpano Antica Formula,SPIRITS,Vermouth,Vermouth,NO
116,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Noilly Prat Dry,,6.5,Bacardi Martini,Noilly Prat,SPIRITS,Vermouth,Vermouth,NO
117,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Aperol,,6.5,Campari Group,Aperol,SPIRITS,Aperitivi,Aperitivi,NO
118,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Campari,,6.5,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
119,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Select,,6.5,Gruppo Montenegro,Select,SPIRITS,Aperitivi,Aperitivi,NO
120,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Averna,,6.5,Di Saronno,Averna,SPIRITS,Amari,Amari,YES
121,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Amaro Montenegro,,6.5,Gruppo Montenegro,Montenegro,SPIRITS,Amari,Amari,YES
122,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Fernet Branca,,6.5,Fratelli Branca Distillerie,Fernet Branca,SPIRITS,Amari,Amari,YES
123,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Branca Menta,,6.5,Fratelli Branca Distillerie,Brancamenta,SPIRITS,Amari,Amari,YES
124,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Amaro Del Capo,,6.5,F.lli Caffo,Del Capo,SPIRITS,Amari,Amari,NO
125,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Amaretto Disaronno,,6.5,Di Saronno,Amaretto Di Saronno,SPIRITS,Liquori,Liquori,NO
126,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Cynar,,6.5,Campari Group,Cynar,SPIRITS,Amari,Amari,NO
127,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Jagermeister,,6.5,Gruppo Montenegro,Jagermeister,SPIRITS,Amari,Amari,NO
128,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Sambuca Molinari,,6.5,Molinari Spa,Sambuca Extra Molinari,SPIRITS,Liquori,Liquori,NO
129,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Bayleys Irish Cream,,6.5,Diageo,Baileys,SPIRITS,Liquori,Liquori,NO
130,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Beers,Beer,Stella Artois,,4.5,Inbev,Stella Artois,BEER,Beer,Beer,YES
131,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Non Alcoholic,Mocktail,"Tanqueray Gin 0,0",,8.5,Diageo,Tanqueray 0.0,SPIRITS,0-Low Alcohol,0-Low Alcohol,NO
132,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Acqua Naturale,,4,Unknown,Acqua Microfiltrata 75cl,OTHER,Generic Product,Generic Product,YES
133,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Acqua Naturale,,2.5,Unknown,Acqua Microfiltrata 75cl,OTHER,Generic Product,Generic Product,YES
134,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Acqua Frizzante,,4,Unknown,Acqua Frizzante,OTHER,Generic Product,Generic Product,YES
135,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Acqua Frizzante,,2.5,Unknown,Acqua Frizzante,OTHER,Generic Product,Generic Product,YES
136,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Tonica,,3.5,Unknown,Tonica,SOFT DRINK,Generic Mixer,Generic Mixer,NO
137,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Soda,,3.5,Unknown,Soda,SOFT DRINK,Generic Mixer,Generic Mixer,NO
138,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Ginger Beer,,3.5,London Essence,Ginger Beer,SOFT DRINK,Mixers,Mixers,NO
139,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Ginger Ale,,3.5,Tassoni,Ginger Ale,SOFT DRINK,Mixers,Mixers,NO
140,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Succhi di Frutta,Soft_Drinks,Mela,,4,Stock,Keglevich Mela Verde,SPIRITS,Vodka,Vodka,YES
141,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Succhi di Frutta,Soft_Drinks,Arancia,,4,Unknown,Arancia,OTHER,Ingredients,Ingredients,YES
142,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Befeeter London Dry Gin,,10,Pernod Ricard,Beefeater,SPIRITS,Gin,Gin,YES
143,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Beluga,,12,Unknown,Beluga,SPIRITS,Vodka,Vodka,YES
144,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vodka,Vodka,Beluga Gold Line,,25,Unknown,Beluga Gold Line,SPIRITS,Vodka,Vodka,NO
145,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Gin,Gin,Boatyard Double Gin,,12.5,Unknown,Boatyard Double Gin,SPIRITS,Gin,Gin,NO
146,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Rum,Rum,Brugal Anejo,,10,Velier,Brugal Anejo,SPIRITS,Rum,Rum,YES
147,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,PROSECCHI & FRANCIACORTA,Sparkling_Wine,Ca' Del Bosco Cuvè Prestige,,,Ca del Bosco,Ca' Del Bosco Cuv� Prestige,WINE,Champagne,Champagne,YES
148,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,RED WINE,Red_Wine,Cabernet Sauvignon delle Venezie IGT,,8.5,Unknown,Cabernet Sauvignon Delle Venezie Igt,WINE,Wine,Wine,YES
149,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Cognac e Calvados,Cognac,Calvados Selecion,,12,Onesti Group,Calvados Selecion,SPIRITS,Calvados,Calvados,YES
150,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Casamigos Añejo,,20,Diageo,Casamigos Anejo,SPIRITS,Tequila,Tequila,NO
151,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,WHITE WINE,White_Wine,Chablis Domaine Du Colombier AOC,,,Unknown,Chablis Domaine Du Colombier Aoc,WINE,Wine,Wine,NO
152,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Chamboard,,6.5,Brown Forman,Chambord,SPIRITS,Liquori,Liquori,NO
153,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,WHITE WINE,White_Wine,Chardonnay Cascina Rinaldi DOC,,11.5,Unknown,Chardonnay Cascina Rinaldi Doc,WINE,Wine,Wine,YES
154,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Chartreuse green,,10,Velier,Chartreuse Vep Verte,SPIRITS,Liquori,Liquori,NO
155,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Amari and Liqueurs,Amaro,Chartreuse Yellow,,10,Velier,Chartreuse Vep Jaune,SPIRITS,Liquori,Liquori,NO
156,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,RED WINE,Red_Wine,Chianti Barone Ricasoli DOCG,,11,Unknown,Chianti Barone Ricasoli Docg,WINE,Wine,Wine,YES
157,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Clase Azul Anejo,,55,Clase Azul,Clase Azul Anejo,SPIRITS,Tequila,Tequila,NO
158,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Clase Azul Plata,,20,Clase Azul,Clase Azul Plata,SPIRITS,Tequila,Tequila,NO
159,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Tequila,Tequila,Clase Azul Reposado,,45,Clase Azul,Clase Azul Reposado,SPIRITS,Tequila,Tequila,NO
160,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Coca Cola,,3.5,Coca Cola HBC,Coca-cola,SOFT DRINK,Soft Drink,Soft Drink,NO
161,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Soft Drinks,Soft_Drinks,Coca Cola Zero,,3.5,Coca Cola HBC,Coca-cola Zero,SOFT DRINK,Soft Drink,Soft Drink,NO
162,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Vermouth and Aperitif,Vermouth,Cocchi Americano Rosa,,6.5,Cocchi,Cocchi Americano Rosa,SPIRITS,Vermouth,Vermouth,YES
163,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Mixology Art,Signature_Cocktails,3 Stage Negroni,"Tanqueray London Dry Gin, Pineapple, Cocchi Americano Vermouth, Italicus Bergamot, Jim Beam Bourbon Whiskey, Cocchi Torino Vermouth, Vanilla, Campari, Banana, Selvatico Mezcal Joven, Cocchi Torino Vermouth, Coffee, Campari, Amarena",18.5,Cocchi,Cocchi Americano Vermouth,SPIRITS,Vermouth,Vermouth,NO
164,Altrimenti Mixology Art,cocktail bar,MILANO,"Via Castelfidardo, 6, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.7,Mixology Art,Signature_Cocktails,3 Stage Negroni,"Tanqueray London Dry Gin, Pineapple, Cocchi Americano Vermouth, Italicus Bergamot, Jim Beam Bourbon Whiskey, Cocchi Torino Vermouth, Vanilla, Campari, Banana, Selvatico Mezcal Joven, Cocchi Torino Vermouth, Coffee, Campari, Amarena",18.5,Cocchi,Cocchi Rosso,SPIRITS,Vermouth,Vermouth,NO
